chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
J02459.1	4621	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	4628	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4637	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4657	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	4663	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4666	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4674	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4681	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4686	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4697	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4701	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4703	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	4707	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	4716	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4722	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4732	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4741	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4750	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4754	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	4774	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	4779	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4789	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4801	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4812	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4816	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4819	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4830	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4846	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	4858	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4862	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4868	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4881	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4890	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4900	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	4939	+	CG	0.125	8.00	1	8	7	7	0.022	0.471
J02459.1	4946	+	CG	0.417	12.00	5	17	12	17	0.193	0.680
J02459.1	4949	+	CG	0.417	12.00	5	17	12	17	0.193	0.680
J02459.1	4959	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	4966	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	4970	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	4984	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	4987	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	5011	+	CG	0.700	10.00	7	17	10	17	0.397	0.892
J02459.1	5019	+	CG	0.700	10.00	7	17	10	17	0.397	0.892
J02459.1	5046	+	CG	0.643	14.00	9	23	14	23	0.388	0.837
J02459.1	5059	+	CG	0.643	14.00	9	23	14	23	0.388	0.837
J02459.1	5100	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	5107	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5111	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5129	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	5137	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	5144	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	5157	+	CG	0.556	9.00	5	14	9	14	0.267	0.811
J02459.1	5169	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5179	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5188	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	5209	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	5227	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	5248	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	5278	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	5283	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	5290	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	5297	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	5315	+	CG	0.800	5.00	4	9	5	9	0.376	0.964
J02459.1	5324	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	5339	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	5385	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	5395	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	5404	+	CG	0.143	7.00	1	8	7	8	0.026	0.513
J02459.1	5415	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5418	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5425	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5431	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5437	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	5439	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5442	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5448	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5452	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5458	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5460	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5470	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5475	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5481	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5495	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5530	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5534	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5536	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5549	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5551	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5569	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5578	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	5586	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	5591	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5594	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5605	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5628	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	5630	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	5643	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	5651	+	CG	0.333	9.00	3	12	9	12	0.121	0.646
J02459.1	5670	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5676	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5694	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5707	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5713	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5751	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	5781	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	5799	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	5809	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5815	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5817	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5821	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5824	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5835	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5841	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5856	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5879	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	5892	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5908	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5911	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5920	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5934	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	5961	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5967	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5980	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5985	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	5990	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	6012	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	6025	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6028	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6033	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6041	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6046	+	CG	0.125	8.00	1	9	8	9	0.022	0.471
J02459.1	6048	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	6055	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	6060	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	6073	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	6103	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6111	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6123	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6139	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6152	+	CG	0.714	7.00	5	12	7	12	0.359	0.918
J02459.1	6166	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	6196	+	CG	0.714	7.00	5	12	7	12	0.359	0.918
J02459.1	6207	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	6219	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	6241	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	6268	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	6286	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	6293	+	CG	0.222	9.00	2	11	9	11	0.063	0.547
J02459.1	6298	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	6301	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	6311	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6324	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6330	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6335	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6355	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	6358	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	6373	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6391	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6405	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6408	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	6415	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6427	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	6439	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6445	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6453	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6456	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6459	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6462	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6483	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6488	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6512	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	6536	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	6563	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	6575	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	6580	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	6600	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	6622	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	6629	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	6632	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	6637	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	6651	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6664	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6673	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6677	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6680	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6686	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6695	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	6697	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6704	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6710	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	6728	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6734	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6739	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6751	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6759	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6773	+	CG	0.364	11.00	4	15	11	15	0.152	0.646
J02459.1	6795	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6798	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6812	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	6826	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	6847	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6872	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	6884	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6887	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6896	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6905	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	6914	+	CG	0.000	5.00	0	5	5	5	-0.000	0.434
J02459.1	6917	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	6937	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	6946	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	6972	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	6974	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	6981	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7006	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7010	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7017	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7019	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7031	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	7041	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	7048	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	7067	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7070	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7075	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7078	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7080	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7108	+	CG	0.333	12.00	4	16	12	16	0.138	0.609
J02459.1	7139	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	7145	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	7156	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	7172	+	CG	0.455	11.00	5	16	11	16	0.213	0.720
J02459.1	7206	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	7226	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	7232	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	7236	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	7256	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	7272	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	7278	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	7293	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	7298	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	7332	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	7345	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	7367	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	7384	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	7410	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	7416	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	7423	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	7437	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	7452	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	7456	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	7492	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7497	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7499	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7527	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7533	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7536	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	7541	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7552	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7564	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7577	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7579	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7601	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	7608	+	CG	0.000	11.00	0	11	11	11	0.000	0.259
J02459.1	7623	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7635	+	CG	0.000	13.00	0	13	13	13	0.000	0.228
J02459.1	7651	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	7653	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	7656	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	7664	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	7669	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	7671	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	7685	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	7704	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	7721	+	CG	0.000	13.00	0	13	13	13	0.000	0.228
J02459.1	7729	+	CG	0.000	14.00	0	14	14	14	0.000	0.215
J02459.1	7767	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7776	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7780	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7782	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7799	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7813	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7828	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7837	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7840	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7850	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7860	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7885	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7892	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7895	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7905	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7930	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	7935	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7940	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	7947	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7954	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7957	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	7960	+	CG	0.000	9.00	0	9	9	9	0.000	0.299
J02459.1	8003	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	8019	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	8032	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8035	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8048	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	8051	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	8067	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	8069	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	8081	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	8083	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	8089	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	8095	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8098	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8112	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8127	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8130	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8170	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8182	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8205	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8219	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8239	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8241	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8254	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8256	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8259	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8265	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8268	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8283	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8303	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	8309	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	8328	+	CG	0.222	9.00	2	11	9	11	0.063	0.547
J02459.1	8331	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8339	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8342	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8344	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8370	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8388	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8406	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8434	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8440	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8446	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8455	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8458	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8478	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8484	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8487	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8493	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8500	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	8518	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8550	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8570	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8578	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	8608	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8613	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8616	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8630	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	8635	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	8652	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8661	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8671	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8683	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8686	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8697	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8701	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	8716	+	CG	0.400	5.00	2	7	5	7	0.118	0.769
J02459.1	8730	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	8743	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	8769	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
